"site_id","AmpRatio","PhaseLag_d","Ratio_Mean","TS__Slope","AdjRsqr","YInt","max_conseq_missing_days","year"
"10396000",0.83,-1.75,0.87,0.73,0.9,1.68,25,"2018"
"11501000",1.09,-11.37,1.27,0.89,0.84,3.57,21,"2018"
"11502500",0.72,-17.47,1.04,0.58,0.8,4.13,1,"2018"
"11507500",1.06,-3.64,1.32,0.9,0.88,3.69,2,"2018"
"11507501",1.06,-3.64,1.31,0.91,0.88,3.58,2,"2018"
"11509370",1.07,-3.27,1.29,0.89,0.85,3.66,1,"2018"
"11509500",1.05,-4.01,1.33,0.87,0.85,4.12,1,"2018"
"13331500",0.78,10.35,0.76,0.74,0.85,0.26,32,"2018"
"14034470",0.89,-0.28,0.97,0.81,0.94,1.77,11,"2018"
"14034500",0.6,23.21,0.87,0.47,0.64,4.35,4,"2018"
"14043840",1.07,-0.57,0.93,0.89,0.86,0.74,44,"2018"
"14046890",0.37,2.58,0.95,0.32,0.89,7.63,1,"2018"
"14076500",0.53,-6.52,1,0.45,0.88,5.52,1,"2018"
"14087400",0.11,-7.19,1.24,0.09,0.9,11.39,1,"2018"
"14091500",0.23,-6.85,0.74,0.21,0.93,5.14,1,"2018"
"14092500",0.36,13.13,0.92,0.28,0.75,7.33,1,"2018"
"14103000",0.63,2.94,1,0.57,0.93,5.36,6,"2018"
"14105700",0.82,25.61,0.97,0.64,0.72,4.25,1,"2018"
"14138720",0.1,-33.33,0.77,-0.06,0.47,6.56,1,"2018"
"14138850",0.61,9.18,0.75,0.54,0.88,2.23,4,"2018"
"14138870",0.58,12.05,0.83,0.5,0.84,3.03,1,"2018"
"14138900",0.45,9.23,0.65,0.4,0.88,2.72,1,"2018"
"14139800",0.65,8.97,0.82,0.56,0.86,2.62,1,"2018"
"14140020",0.69,16.39,0.85,0.54,0.75,3.47,1,"2018"
"14141500",0.74,5.21,0.84,0.66,0.88,1.93,3,"2018"
"14144800",0.6,-1.05,0.79,0.51,0.85,3.27,2,"2018"
"14144900",0.71,5.25,0.76,0.61,0.85,1.72,1,"2018"
"14145500",0.58,45.01,0.79,0.31,0.31,5.59,1,"2018"
"14147500",0.88,2.73,0.87,0.77,0.86,1.16,1,"2018"
"14148000",0.68,16.05,0.83,0.57,0.81,3.07,1,"2018"
"14150000",0.78,25.11,0.98,0.59,0.66,4.61,1,"2018"
"14150290",0.91,2.16,0.95,0.81,0.88,1.59,1,"2018"
"14150800",0.8,2.75,0.87,0.73,0.89,1.63,1,"2018"
"14151000",0.53,22.06,0.83,0.39,0.33,5.23,1,"2018"
"14152000",0.7,18.86,0.94,0.57,0.74,4.41,1,"2018"
"14153500",0.78,26.23,0.99,0.59,0.57,4.71,1,"2018"
"14154500",1.03,2.45,1.01,0.93,0.89,0.99,1,"2018"
"14155500",0.78,28.16,0.94,0.59,0.55,4.07,6,"2018"
"14158100",0.8,12.59,1.03,0.68,0.83,4.13,1,"2018"
"14158500",0.33,1.98,0.74,0.28,0.82,3.88,1,"2018"
"14158740",0.13,2.2,0.61,0.11,0.82,4.8,1,"2018"
"14158790",0.73,9.37,0.78,0.63,0.82,1.44,5,"2018"
"14158798",0.56,-0.67,0.76,0.49,0.84,2.67,2,"2018"
"14158850",0.29,12.49,0.63,0.25,0.78,3.94,6,"2018"
"14159200",0.45,2.61,0.67,0.39,0.87,3.09,6,"2018"
"14159500",0.6,2.38,0.72,0.52,0.72,2.41,2,"2018"
"14161100",0.77,8.59,0.79,0.68,0.87,1.31,6,"2018"
"14161500",0.73,9.68,0.78,0.64,0.85,1.62,3,"2018"
"14162200",0.77,44.81,0.77,0.46,0.32,3.69,1,"2018"
"14162500",0.53,7.34,0.72,0.46,0.87,3.24,1,"2018"
"14163150",0.61,5.16,0.77,0.54,0.89,2.83,3,"2018"
"14163900",0.64,3.21,0.81,0.57,0.9,2.85,3,"2018"
"14164550",0.81,0.56,0.98,0.74,0.9,2.91,1,"2018"
"14164700",0.72,-1.31,1.04,0.66,0.91,4.58,1,"2018"
"14164900",0.69,3.25,0.87,0.62,0.91,2.92,1,"2018"
"14166000",0.81,7.7,1.02,0.71,0.89,3.66,1,"2018"
"14169000",1.09,0.39,1.19,0.95,0.87,2.82,4,"2018"
"14174000",0.92,6.36,1.08,0.79,0.88,3.34,1,"2018"
"14178000",0.55,4.83,0.76,0.5,0.9,2.67,2,"2018"
"14179000",0.54,7.01,0.78,0.48,0.88,3.03,1,"2018"
"14180300",0.71,10.04,0.84,0.62,0.86,2.19,2,"2018"
"14181500",0.5,33.54,0.84,0.34,0.53,5.03,2,"2018"
"14184100",0.79,10.33,0.93,0.69,0.87,2.88,1,"2018"
"14185000",0.86,4.68,0.87,0.76,0.86,1.29,1,"2018"
"14185800",0.89,4.58,0.9,0.78,0.86,1.3,4,"2018"
"14185900",0.91,4.58,0.94,0.79,0.85,1.57,3,"2018"
"14186200",0.26,-100.1,0.67,0.01,0,7.55,1,"2018"
"14187200",0.35,26.16,0.77,0.27,0.66,6.02,1,"2018"
"14189050",0.79,6.69,0.97,0.7,0.89,3.3,1,"2018"
"14197900",0.99,3.92,1.05,0.85,0.86,2.54,1,"2018"
"14202980",0.49,65.85,0.81,0.13,0.06,7.9,1,"2018"
"14203500",0.42,20.43,0.83,0.34,0.56,5.92,1,"2018"
"14205400",0.65,5.49,0.91,0.62,0.94,3.27,1,"2018"
"14206694",0.9,-0.8,1.09,0.67,0.75,6.11,166,"2018"
"14206950",0.91,-2.97,1.02,0.82,0.93,2.59,1,"2018"
"14207200",1.03,3.08,1.09,0.87,0.85,2.76,3,"2018"
"14209710",0.6,2.78,0.8,0.53,0.89,2.87,2,"2018"
"14210000",0.85,6.8,0.82,0.71,0.83,1.4,2,"2018"
"14211010",0.94,5.73,0.88,0.82,0.87,0.82,2,"2018"
"14211400",0.86,-1.82,1.01,0.79,0.93,2.67,1,"2018"
"14211499",0.73,-1.37,0.94,0.68,0.94,3.17,1,"2018"
"14211500",0.87,-1.28,0.99,0.8,0.93,2.4,1,"2018"
"14211550",0.76,-4.44,0.98,0.69,0.94,3.74,2,"2018"
"14211720",1.02,7.22,1.04,0.87,0.84,2.16,2,"2018"
"14316460",0.54,-1.68,0.69,0.46,0.86,2.66,1,"2018"
"14316500",0.55,-1.71,0.71,0.46,0.86,2.77,5,"2018"
"10396000",0.73,7.08,0.81,0.65,0.88,1.65,20,"2019"
"11501000",1.17,-9.39,1.3,0.99,0.84,2.83,13,"2019"
"11502500",0.76,-16.3,1.12,0.64,0.82,3.98,1,"2019"
"11507500",1.11,-1.11,1.39,0.98,0.9,3.41,3,"2019"
"11507501",1.11,-0.85,1.36,0.98,0.9,3.27,3,"2019"
"11509370",1.1,-1.19,1.37,0.95,0.87,3.59,1,"2019"
"11509500",1.09,-2.25,1.39,0.94,0.87,3.8,2,"2019"
"13331500",0.74,13.98,0.76,0.7,0.78,0.47,24,"2019"
"14034470",0.81,2.92,1.03,0.75,0.93,2.86,4,"2019"
"14034500",0.68,19.06,0.94,0.55,0.74,3.94,2,"2019"
"14043840",1.07,4.76,0.87,0.9,0.84,0.37,102,"2019"
"14046778",0.84,-1.11,0.97,0.76,0.91,2.36,4,"2019"
"14046890",0.25,1.14,1.04,0.23,0.88,8.97,2,"2019"
"14076500",0.49,-7.09,1.08,0.44,0.9,5.99,1,"2019"
"14087400",0.11,8.55,1.33,0.1,0.67,11.33,1,"2019"
"14091500",0.23,-6.04,0.78,0.21,0.93,5.15,1,"2019"
"14092500",0.34,13,1,0.27,0.75,7.65,1,"2019"
"14103000",0.61,1.06,1.06,0.55,0.93,5.83,1,"2019"
"14105700",0.83,21.25,1.05,0.67,0.77,4.53,1,"2019"
"14138720",0.03,-96.26,0.82,0,0,6.13,2,"2019"
"14138850",0.7,8.55,0.79,0.61,0.86,1.76,4,"2019"
"14138870",0.63,12.88,0.84,0.53,0.83,2.81,3,"2019"
"14138900",0.48,10.36,0.7,0.42,0.85,2.82,1,"2019"
"14139800",0.71,9.57,0.84,0.61,0.83,2.27,3,"2019"
"14140020",0.7,21.17,0.89,0.55,0.73,3.63,1,"2019"
"14141500",0.76,5.31,0.84,0.67,0.86,1.76,2,"2019"
"14144800",0.62,3.73,0.8,0.53,0.84,3.02,3,"2019"
"14144900",0.71,7.67,0.78,0.61,0.82,1.85,1,"2019"
"14145500",0.54,51.55,0.78,0.27,0.25,5.61,11,"2019"
"14147500",0.88,5.12,0.9,0.77,0.84,1.44,11,"2019"
"14148000",0.69,20.81,0.85,0.57,0.78,3.25,8,"2019"
"14150000",0.77,32.13,0.95,0.57,0.61,4.58,1,"2019"
"14150290",0.96,0.24,0.97,0.85,0.85,1.31,5,"2019"
"14150800",0.88,-0.6,0.9,0.79,0.85,1.27,5,"2019"
"14151000",0.55,10.77,0.84,0.45,0.45,4.63,1,"2019"
"14152000",0.71,23.64,0.93,0.57,0.73,4.25,1,"2019"
"14152500",0.27,-144.26,-0.45,0.68,0.73,4.63,1,"2019"
"14153500",0.84,24.17,1.02,0.66,0.67,4.21,4,"2019"
"14154500",1.07,2.27,1.04,0.96,0.86,0.96,1,"2019"
"14155500",0.74,26.31,0.94,0.58,0.62,4.27,3,"2019"
"14158100",0.8,17.67,1,0.68,0.82,3.8,6,"2019"
"14158500",0.35,4,0.77,0.29,0.82,3.81,1,"2019"
"14158740",0.13,14.14,0.64,0.11,0.76,4.95,1,"2019"
"14158790",0.76,11.99,0.8,0.65,0.79,1.43,6,"2019"
"14158798",0.55,6.3,0.8,0.49,0.85,2.91,2,"2019"
"14158850",0.23,10.67,0.62,0.2,0.84,4.25,1,"2019"
"14159200",0.46,5.44,0.68,0.42,0.89,2.85,1,"2019"
"14159500",0.52,8.17,0.73,0.45,0.67,3.37,5,"2019"
"14161100",0.76,8.58,0.82,0.69,0.86,1.62,6,"2019"
"14161500",0.7,11.01,0.78,0.63,0.85,1.83,1,"2019"
"14162200",0.51,54.26,0.71,0.23,0.16,5.65,1,"2019"
"14162500",0.5,6.32,0.72,0.44,0.88,3.4,1,"2019"
"14163150",0.58,4.39,0.75,0.52,0.88,2.84,2,"2019"
"14163900",0.65,3.43,0.8,0.58,0.88,2.57,3,"2019"
"14164550",0.89,-1.42,0.98,0.8,0.87,2.13,1,"2019"
"14164700",0.76,-0.78,1.04,0.7,0.89,4.19,1,"2019"
"14164900",0.71,3.02,0.85,0.64,0.89,2.48,1,"2019"
"14166000",0.82,9.86,1,0.72,0.88,3.29,1,"2019"
"14169000",1.09,3.05,1.16,0.94,0.86,2.52,1,"2019"
"14170000",0.51,1.24,0.5,0.28,0.57,13.75,1,"2019"
"14174000",0.9,6.19,1.09,0.79,0.89,3.46,2,"2019"
"14178000",0.62,7.52,0.76,0.55,0.89,2.06,2,"2019"
"14179000",0.57,10.77,0.79,0.51,0.85,2.7,1,"2019"
"14180300",0.76,10.59,0.83,0.67,0.83,1.62,3,"2019"
"14181500",0.51,40.58,0.9,0.32,0.41,5.57,1,"2019"
"14184100",0.75,11.27,0.95,0.67,0.85,3.3,1,"2019"
"14185000",0.88,4.89,0.89,0.78,0.85,1.27,1,"2019"
"14185800",0.92,5.85,0.92,0.81,0.85,1.18,2,"2019"
"14185900",0.95,4.84,0.96,0.83,0.84,1.37,1,"2019"
"14186200",0.31,-101.04,0.71,0.04,0.01,7.59,1,"2019"
"14187200",0.4,28.75,0.79,0.3,0.59,5.78,1,"2019"
"14189050",0.79,7.05,0.99,0.7,0.89,3.33,1,"2019"
"14197900",0.23,12.16,0.26,-0.09,-0.04,15.71,1,"2019"
"14202980",0.57,-110.29,0.76,0.14,0.05,7.1,2,"2019"
"14203500",0.44,20.82,0.82,0.38,0.55,5.19,2,"2019"
"14205400",0.71,4.08,0.91,0.67,0.93,2.69,1,"2019"
"14206694",0.83,-0.68,1.14,0.61,0.71,7.36,159,"2019"
"14206950",0.96,-3.7,1.05,0.88,0.92,2.17,5,"2019"
"14207200",1.04,2.6,1.13,0.89,0.86,2.96,3,"2019"
"14209710",0.64,5.52,0.81,0.56,0.88,2.57,2,"2019"
"14210000",0.87,8.78,0.83,0.73,0.81,1.29,2,"2019"
"14211010",0.97,7.35,0.9,0.84,0.86,0.73,2,"2019"
"14211400",0.88,-2.32,0.99,0.82,0.92,2.06,1,"2019"
"14211499",0.78,0.89,0.95,0.73,0.94,2.63,3,"2019"
"14211500",0.93,-2.42,1,0.86,0.93,1.72,1,"2019"
"14211550",0.83,-2.33,1.01,0.77,0.95,3,1,"2019"
"14211720",1.03,7.66,1.07,0.88,0.83,2.33,1,"2019"
"14316460",0.56,4.02,0.7,0.48,0.86,2.44,10,"2019"
"14316500",0.57,3.9,0.72,0.49,0.86,2.59,4,"2019"
"10396000",NA,NA,1.73,NA,0,7,-Inf,"2020"
"11501000",NA,NA,2.45,NA,0,9.9,-Inf,"2020"
"11502500",NA,NA,1.88,NA,0,7.9,-Inf,"2020"
"11507500",NA,NA,3.12,NA,0,11.2,-Inf,"2020"
"11507501",NA,NA,2.99,NA,0,10.9,-Inf,"2020"
"11509370",NA,NA,3.05,NA,0,12.6,-Inf,"2020"
"11509500",NA,NA,3.18,NA,0,12.9,-Inf,"2020"
"13331500",NA,NA,1.52,NA,0,6.8,-Inf,"2020"
"14034470",NA,NA,1.86,NA,0,9.6,-Inf,"2020"
"14034500",NA,NA,2.47,NA,0,14.5,-Inf,"2020"
"14043840",NA,NA,1.62,NA,0,7.2,-Inf,"2020"
"14046778",NA,NA,1.22,NA,0,9.5,-Inf,"2020"
"14046890",NA,NA,1.29,NA,0,10.5,-Inf,"2020"
"14076500",NA,NA,1.85,NA,0,10.1,-Inf,"2020"
"14087400",NA,NA,2.19,NA,0,11.8,-Inf,"2020"
"14091500",NA,NA,1.3,NA,0,6.5,-Inf,"2020"
"14092500",NA,NA,1.67,NA,0,12.3,-Inf,"2020"
"14103000",NA,NA,1.34,NA,0,11.7,-Inf,"2020"
"14105700",NA,NA,1.93,NA,0,18,-Inf,"2020"
"14138720",NA,NA,1.5,NA,0,6.1,-Inf,"2020"
"14138850",NA,NA,0.81,NA,0,6.3,-Inf,"2020"
"14138870",NA,NA,1.04,NA,0,6.4,-Inf,"2020"
"14138900",NA,NA,0.86,NA,0,6.9,-Inf,"2020"
"14139800",NA,NA,0.95,NA,0,7,-Inf,"2020"
"14140020",NA,NA,1.21,NA,0,10.5,-Inf,"2020"
"14141500",NA,NA,0.85,NA,0,6.9,-Inf,"2020"
"14144800",NA,NA,1.08,NA,0,9.3,-Inf,"2020"
"14144900",NA,NA,0.96,NA,0,8.4,-Inf,"2020"
"14145500",NA,NA,1.57,NA,0,14.7,-Inf,"2020"
"14147500",NA,NA,1.1,NA,0,9.9,-Inf,"2020"
"14148000",NA,NA,1.35,NA,0,12.7,-Inf,"2020"
"14150000",NA,NA,1.79,NA,0,17,-Inf,"2020"
"14150290",NA,NA,1.08,NA,0,10.1,-Inf,"2020"
"14150800",NA,NA,0.95,NA,0,8.9,-Inf,"2020"
"14151000",NA,NA,1.82,NA,0,17.4,-Inf,"2020"
"14152000",NA,NA,1.71,NA,0,16.2,-Inf,"2020"
"14152500",NA,NA,1.09,NA,0,9.8,-Inf,"2020"
"14153500",NA,NA,1.98,NA,0,17.5,-Inf,"2020"
"14154500",NA,NA,1.28,NA,0,11.1,-Inf,"2020"
"14155500",NA,NA,1.89,NA,0,17.2,-Inf,"2020"
"14158100",NA,NA,1.69,NA,0,15.8,-Inf,"2020"
"14158500",NA,NA,1.47,NA,0,6.3,-Inf,"2020"
"14158740",NA,NA,1.15,NA,0,6.6,-Inf,"2020"
"14158790",NA,NA,1.16,NA,0,5.8,-Inf,"2020"
"14158798",NA,NA,1.11,NA,0,6.4,-Inf,"2020"
"14158850",NA,NA,1.08,NA,0,6.8,-Inf,"2020"
"14159200",NA,NA,0.93,NA,0,7.2,-Inf,"2020"
"14159500",NA,NA,1.18,NA,0,10.2,-Inf,"2020"
"14161100",NA,NA,1.09,NA,0,9.1,-Inf,"2020"
"14161500",NA,NA,1.08,NA,0,9.1,-Inf,"2020"
"14162200",NA,NA,1.97,NA,0,17.7,-Inf,"2020"
"14162500",NA,NA,1.02,NA,0,9.7,-Inf,"2020"
"14163150",NA,NA,1.04,NA,0,10,-Inf,"2020"
"14163900",NA,NA,1.08,NA,0,10.4,-Inf,"2020"
"14164550",NA,NA,1.15,NA,0,10.9,-Inf,"2020"
"14164700",NA,NA,1.23,NA,0,11.7,-Inf,"2020"
"14164900",NA,NA,1.15,NA,0,10.9,-Inf,"2020"
"14166000",NA,NA,1.54,NA,0,14.1,-Inf,"2020"
"14169000",NA,NA,1.81,NA,0,16.9,-Inf,"2020"
"14170000",NA,NA,1.61,NA,0,14.7,-Inf,"2020"
"14174000",NA,NA,1.6,NA,0,14.2,-Inf,"2020"
"14178000",NA,NA,1.05,NA,0,7,-Inf,"2020"
"14179000",NA,NA,1.04,NA,0,6.8,-Inf,"2020"
"14180300",NA,NA,1.2,NA,0,7.6,-Inf,"2020"
"14181500",NA,NA,1.66,NA,0,11.4,-Inf,"2020"
"14184100",NA,NA,1.27,NA,0,11.3,-Inf,"2020"
"14185000",NA,NA,1.06,NA,0,9,-Inf,"2020"
"14185800",NA,NA,1.13,NA,0,8.9,-Inf,"2020"
"14185900",NA,NA,1.15,NA,0,8.9,-Inf,"2020"
"14186200",NA,NA,1.17,NA,0,9.7,-Inf,"2020"
"14187200",NA,NA,1.24,NA,0,10.9,-Inf,"2020"
"14189050",NA,NA,1.32,NA,0,11.8,-Inf,"2020"
"14202980",NA,NA,1.81,NA,0,16.8,-Inf,"2020"
"14203500",NA,NA,1.34,NA,0,12.6,-Inf,"2020"
"14205400",NA,NA,0.98,NA,0,8.3,-Inf,"2020"
"14206694",NA,NA,1.38,NA,0,13.6,-Inf,"2020"
"14206950",NA,NA,1.15,NA,0,11.5,-Inf,"2020"
"14207200",NA,NA,1.48,NA,0,14.6,-Inf,"2020"
"14209710",NA,NA,1.06,NA,0,7.8,-Inf,"2020"
"14210000",NA,NA,1.22,NA,0,11.5,-Inf,"2020"
"14211010",NA,NA,1.18,NA,0,11.7,-Inf,"2020"
"14211400",NA,NA,0.97,NA,0,9.3,-Inf,"2020"
"14211499",NA,NA,1.04,NA,0,9.9,-Inf,"2020"
"14211500",NA,NA,1.04,NA,0,10,-Inf,"2020"
"14211550",NA,NA,1.12,NA,0,11.4,-Inf,"2020"
"14211720",NA,NA,1.58,NA,0,16,-Inf,"2020"
"14316460",NA,NA,1.09,NA,0,8.2,-Inf,"2020"
"14316500",NA,NA,1.11,NA,0,8.4,-Inf,"2020"
