"","Date","ppt..mm.","tmin..degrees.C.","tmean..degrees.C.","tmax..degrees.C.","tdmean..degrees.C.","vpdmin..hPa.","vpdmax..hPa.","agency_cd","site_no","X_00010_00003","X_00010_00003_cd","X_00060_00003","X_00060_00003_cd","yr","mo","waterYear","doy"
"91",2016-06-01,0,5,14.7,24.4,0,2.85,25.03,"USGS","13307000",14.4,"A",5160,"A","2016",6,2016,153
"92",2016-06-02,0,7.6,17.4,27.3,2.6,3.22,30.06,"USGS","13307000",14.4,"A",5420,"A","2016",6,2016,154
"93",2016-06-03,0,9.6,15.7,21.9,4.2,3.2,19.3,"USGS","13307000",14.5,"A",5710,"A","2016",6,2016,155
"94",2016-06-04,0,8.8,18.4,28,4.1,2.88,30.65,"USGS","13307000",15.8,"A",6030,"A","2016",6,2016,156
"95",2016-06-05,0,10.4,21.6,32.9,5.3,4.42,42.04,"USGS","13307000",16.9,"A",6700,"A","2016",6,2016,157
"96",2016-06-06,0,13,23.5,34.1,6.8,5.47,45.22,"USGS","13307000",17.1,"A",7510,"A","2016",6,2016,158
"97",2016-06-07,1.53,13,22.4,31.8,8.7,3.63,36.86,"USGS","13307000",16.4,"A",8330,"A","2016",6,2016,159
"98",2016-06-08,0,12.6,22.5,32.5,8.8,2.8,40.02,"USGS","13307000",16.3,"A",8580,"A","2016",6,2016,160
"99",2016-06-09,0,12.7,22.9,33.2,8.1,3.12,42.28,"USGS","13307000",16.3,"A",8640,"A","2016",6,2016,161
"100",2016-06-10,0,11.1,19.6,28.1,5.3,3.67,30.82,"USGS","13307000",16,"A",8390,"A","2016",6,2016,162
"101",2016-06-11,0,10.1,20.6,31,4.2,3.18,39.21,"USGS","13307000",15.7,"A",7730,"A","2016",6,2016,163
"102",2016-06-12,0,5.9,14.5,23,1.6,2.98,22.31,"USGS","13307000",14.9,"A",7130,"A","2016",6,2016,164
"103",2016-06-13,0,5,15.2,25.5,-2.7,2.91,29.26,"USGS","13307000",15,"A",6380,"A","2016",6,2016,165
"104",2016-06-14,0,7.7,17.6,27.5,-1.8,4.2,32.72,"USGS","13307000",15,"A",5730,"A","2016",6,2016,166
"105",2016-06-15,1.09,6.9,11.5,16.1,1.5,3.08,11.86,"USGS","13307000",13.5,"A",5380,"A","2016",6,2016,167
"106",2016-06-16,9.84,5.4,10.3,15.2,4.8,0.21,9.89,"USGS","13307000",13.2,"A",5320,"A","2016",6,2016,168
"107",2016-06-17,0.91,3.4,10,16.6,0.6,0.75,13.27,"USGS","13307000",13.3,"A",4930,"A","2016",6,2016,169
"108",2016-06-18,0,3.2,13.8,24.5,2.1,1.47,24.48,"USGS","13307000",14.9,"A",4480,"A","2016",6,2016,170
"109",2016-06-19,0,7.4,17.8,28.3,2.6,3.03,32.57,"USGS","13307000",15.6,"A",4090,"A","2016",6,2016,171
"110",2016-06-20,0,6.2,16,25.8,-1.4,2.99,28.91,"USGS","13307000",16.6,"A",3870,"A","2016",6,2016,172
"111",2016-06-21,0,8.6,21.1,33.6,0,4.72,47.51,"USGS","13307000",17.7,"A",3610,"A","2016",6,2016,173
"112",2016-06-22,0,9.2,18.5,27.8,-0.8,5.5,33.3,"USGS","13307000",17.9,"A",3500,"A","2016",6,2016,174
"113",2016-06-23,0,8.9,20,31.1,-0.5,5.06,40.47,"USGS","13307000",18.5,"A",3490,"A","2016",6,2016,175
"114",2016-06-24,0,11.3,21.7,32.1,2.4,5.64,42.17,"USGS","13307000",18.5,"A",3420,"A","2016",6,2016,176
"115",2016-06-25,0,5.9,14.8,23.6,0.5,3.07,23.9,"USGS","13307000",17.3,"A",3400,"A","2016",6,2016,177
"116",2016-06-26,0,5.9,16.4,26.8,-0.6,3.41,30.81,"USGS","13307000",17.9,"A",3310,"A","2016",6,2016,178
"117",2016-06-27,0,9.6,20.2,30.7,1.5,5.13,38.83,"USGS","13307000",18.8,"A",3180,"A","2016",6,2016,179
"118",2016-06-28,0,12,23.3,34.6,2.6,6.11,49.01,"USGS","13307000",20,"A",2990,"A","2016",6,2016,180
"119",2016-06-29,0,15.5,25.5,35.5,4.5,9.06,51.26,"USGS","13307000",20.6,"A",2890,"A","2016",6,2016,181
"120",2016-06-30,0.59,15,25.3,35.7,5.5,7.23,52.27,"USGS","13307000",20.7,"A",2830,"A","2016",6,2016,182
"121",2016-07-01,1.95,12.5,22,31.6,8.7,3.12,36.72,"USGS","13307000",20.3,"A",2890,"A","2016",7,2016,183
"122",2016-07-02,0,11.8,22.7,33.7,6.8,3.76,44.87,"USGS","13307000",20.7,"A",2910,"A","2016",7,2016,184
"123",2016-07-03,0,12.7,22.5,32.2,5.8,5.12,40.53,"USGS","13307000",20.2,"A",2780,"A","2016",7,2016,185
"124",2016-07-04,0,11.7,21.6,31.4,5,4.75,38.57,"USGS","13307000",19.9,"A",2700,"A","2016",7,2016,186
"125",2016-07-05,0,9.5,19.2,29,0.5,4.54,36.03,"USGS","13307000",18.9,"A",2580,"A","2016",7,2016,187
"126",2016-07-06,0,8.5,17.4,26.3,0.8,4.14,29.49,"USGS","13307000",18.3,"A",2520,"A","2016",7,2016,188
"127",2016-07-07,0,7,15.5,23.9,2,3.19,23.46,"USGS","13307000",17.6,"A",2420,"A","2016",7,2016,189
"128",2016-07-08,0,6.2,16.9,27.7,1.9,2.83,30.82,"USGS","13307000",18.7,"A",2350,"A","2016",7,2016,190
"129",2016-07-09,0,12.5,21.7,30.9,3.9,6.43,37.07,"USGS","13307000",18.7,"A",2230,"A","2016",7,2016,191
"130",2016-07-10,2.19,11.8,18.3,24.8,8,1.68,21.42,"USGS","13307000",17.5,"A",2210,"A","2016",7,2016,192
"131",2016-07-11,6.54,6.1,11.4,16.8,6.1,0.48,9.83,"USGS","13307000",15.9,"A",2270,"A","2016",7,2016,193
"132",2016-07-12,0.57,5.1,12.6,20.1,5.4,0.43,14.91,"USGS","13307000",16.3,"A",2290,"A","2016",7,2016,194
"133",2016-07-13,3.5,5.6,13.9,22.2,6.4,0.51,18.46,"USGS","13307000",16.8,"A",2320,"A","2016",7,2016,195
"134",2016-07-14,0,6.6,15.9,25.2,4.4,0.78,25.1,"USGS","13307000",18.2,"A",2160,"A","2016",7,2016,196
"135",2016-07-15,0,7.7,18.7,29.7,2.8,3.04,35.98,"USGS","13307000",19.2,"A",2040,"A","2016",7,2016,197
"136",2016-07-16,0,9.6,20.2,30.7,4.3,3.58,36.6,"USGS","13307000",19.2,"A",1940,"A","2016",7,2016,198
"137",2016-07-17,0,9.5,18.3,27.1,3.6,3.24,29.33,"USGS","13307000",19.6,"A",1860,"A","2016",7,2016,199
"138",2016-07-18,0,8.8,19,29.1,4.4,3.01,32.96,"USGS","13307000",20.1,"A",1800,"A","2016",7,2016,200
"139",2016-07-19,0,11.6,23.3,34.9,0.9,4.95,51.71,"USGS","13307000",20.2,"A",1720,"A","2016",7,2016,201
"140",2016-07-20,0,11,22.7,34.3,1.2,6.58,49.62,"USGS","13307000",20.6,"A",1630,"A","2016",7,2016,202
"141",2016-07-21,0,13.4,23.2,33.1,4.1,6.25,44.65,"USGS","13307000",21.3,"A",1540,"A","2016",7,2016,203
"142",2016-07-22,0,12.3,24.3,36.3,2.1,5.89,55.41,"USGS","13307000",21.6,"A",1470,"A","2016",7,2016,204
"143",2016-07-23,0,12.2,22.6,33,2,5.87,46.52,"USGS","13307000",20.9,"A",1420,"A","2016",7,2016,205
"144",2016-07-24,0,10.5,19.8,29.1,3.2,4.54,34.24,"USGS","13307000",20.9,"A",1390,"A","2016",7,2016,206
"145",2016-07-25,0,9.9,21.7,33.5,3.2,4.57,45.32,"USGS","13307000",21.6,"A",1380,"A","2016",7,2016,207
"146",2016-07-26,0,13.1,23.7,34.3,3.7,7.26,47.74,"USGS","13307000",21.2,"A",1360,"A","2016",7,2016,208
"147",2016-07-27,0,12.3,21.9,31.5,5.6,5.71,38.54,"USGS","13307000",20.7,"A",1340,"A","2016",7,2016,209
"148",2016-07-28,0,11.6,23.4,35.2,5.4,4.64,49.83,"USGS","13307000",21.7,"A",1350,"A","2016",7,2016,210
"149",2016-07-29,0,14,24.3,34.6,5.8,6.48,47.76,"USGS","13307000",22.4,"A",1310,"A","2016",7,2016,211
"150",2016-07-30,0,14,24.7,35.3,5.3,7.16,51.31,"USGS","13307000",22.7,"A",1220,"A","2016",7,2016,212
"151",2016-07-31,0,14.4,25.4,36.5,3.5,8.28,55.28,"USGS","13307000",22.3,"A",1180,"A","2016",7,2016,213
"152",2016-08-01,0,11.1,22.1,33.2,-2.1,8.3,47.26,"USGS","13307000",21.5,"A",1150,"A","2016",8,2016,214
"153",2016-08-02,0,9.3,21.2,33.1,-3.2,7.63,47.44,"USGS","13307000",20.9,"A",1140,"A","2016",8,2016,215
"154",2016-08-03,0,10.1,22.8,35.6,-2.3,7.24,53.36,"USGS","13307000",20,"A",1090,"A","2016",8,2016,216
"155",2016-08-04,0,9.1,18,26.8,0,4.72,30.52,"USGS","13307000",19.9,"A",1070,"A","2016",8,2016,217
"156",2016-08-05,0,7.9,19.9,32,0.9,3.57,42.8,"USGS","13307000",20,"A",1060,"A","2016",8,2016,218
"157",2016-08-06,0,10.9,21.1,31.4,1,7.52,40.82,"USGS","13307000",19.8,"A",1090,"A","2016",8,2016,219
"158",2016-08-07,1.62,10.5,20.6,30.6,6.4,2.84,36.11,"USGS","13307000",19.1,"A",1120,"A","2016",8,2016,220
"159",2016-08-08,0.87,8.9,17.5,26.2,8,1.83,23.81,"USGS","13307000",18.4,"A",1150,"A","2016",8,2016,221
"160",2016-08-09,0,7.9,18.1,28.3,5.4,1.9,31.06,"USGS","13307000",18.3,"A",1110,"A","2016",8,2016,222
"161",2016-08-10,0.09,6.3,15.5,24.7,4.8,2.33,22.55,"USGS","13307000",17.6,"A",1090,"A","2016",8,2016,223
"162",2016-08-11,0,5.4,15.1,24.8,3.4,2.1,24.37,"USGS","13307000",18.4,"A",1070,"A","2016",8,2016,224
"163",2016-08-12,0,8,17.9,27.9,4.8,2.74,29.96,"USGS","13307000",19.4,"A",1060,"A","2016",8,2016,225
"164",2016-08-13,0,9.3,19.8,30.3,4.3,3.83,36.76,"USGS","13307000",20,"A",1050,"A","2016",8,2016,226
"165",2016-08-14,0,9.7,20.9,32.1,3.5,4.95,41.57,"USGS","13307000",20.4,"A",1020,"A","2016",8,2016,227
"166",2016-08-15,1,11.3,22.3,33.4,4,6.57,44.97,"USGS","13307000",20.5,"A",1030,"A","2016",8,2016,228
"167",2016-08-16,0,10.6,22.7,34.7,2.5,6.7,49.92,"USGS","13307000",20.8,"A",1020,"A","2016",8,2016,229
"168",2016-08-17,0,12.1,23.9,35.7,1.6,8.66,53.38,"USGS","13307000",20.8,"A",989,"A","2016",8,2016,230
"169",2016-08-18,0,12.7,23.3,33.9,3.4,8.05,46.33,"USGS","13307000",20.8,"A",985,"A","2016",8,2016,231
"170",2016-08-19,0,11,22.3,33.6,5,4.24,45.56,"USGS","13307000",20.7,"A",949,"A","2016",8,2016,232
"171",2016-08-20,0,8,18,27.9,-0.2,4.45,32.77,"USGS","13307000",19.9,"A",958,"A","2016",8,2016,233
"172",2016-08-21,0,7.5,20.2,33,-2.2,5.81,46.44,"USGS","13307000",19.9,"A",940,"A","2016",8,2016,234
"173",2016-08-22,0,9.3,21.5,33.7,-3.4,8.45,48.16,"USGS","13307000",19.5,"A",914,"A","2016",8,2016,235
"174",2016-08-23,0,8.1,18.7,29.3,-4.8,6.32,37.69,"USGS","13307000",18.5,"A",899,"A","2016",8,2016,236
"175",2016-08-24,0,6.5,16.1,25.8,-1.4,4.94,28.56,"USGS","13307000",17.8,"A",881,"A","2016",8,2016,237
"176",2016-08-25,0,6.3,15.7,25.2,1.2,4.09,26.5,"USGS","13307000",17.7,"A",890,"A","2016",8,2016,238
"177",2016-08-26,0,6.1,16,25.8,-0.3,4.05,28.05,"USGS","13307000",17.8,"A",890,"A","2016",8,2016,239
"178",2016-08-27,0,6.7,17,27.4,-0.8,4.92,31.29,"USGS","13307000",18,"A",911,"A","2016",8,2016,240
"179",2016-08-28,0,7.9,19.4,30.8,-0.2,6.08,39.26,"USGS","13307000",18.5,"A",915,"A","2016",8,2016,241
"180",2016-08-29,0,10.5,20.8,31.2,1.8,6.86,38.8,"USGS","13307000",19.1,"A",895,"A","2016",8,2016,242
"181",2016-08-30,0,10.5,21.8,33.2,0.8,6.73,45.19,"USGS","13307000",18.9,"A",910,"A","2016",8,2016,243
"182",2016-08-31,0,12.8,22.6,32.5,0.2,10.54,43.51,"USGS","13307000",18.7,"A",894,"A","2016",8,2016,244
"410",2017-06-01,0,10.5,20,29.6,6.1,2.91,34.52,"USGS","13307000",12.5,"A",18800,"A","2017",6,2017,152
"411",2017-06-02,8.57,9.2,15.8,22.4,9.6,0.45,15.91,"USGS","13307000",12.1,"A",20900,"A","2017",6,2017,153
"412",2017-06-03,0,7.9,16.3,24.7,5.6,0.71,23.55,"USGS","13307000",12.4,"A",21400,"A","2017",6,2017,154
"413",2017-06-04,0,8.8,18.5,28.2,6.3,2.38,29.28,"USGS","13307000",12.7,"A",20900,"A","2017",6,2017,155
"414",2017-06-05,2.53,7.4,17.4,27.4,7.6,0.65,27.14,"USGS","13307000",12.8,"A",20900,"A","2017",6,2017,156
"415",2017-06-06,0,6.5,15.2,23.8,3.4,0.84,23.67,"USGS","13307000",12.8,"A",21600,"A","2017",6,2017,157
"416",2017-06-07,0,8.4,17.9,27.5,5.2,3.09,28.72,"USGS","13307000",13,"A",20900,"A","2017",6,2017,158
"417",2017-06-08,0,10.8,20.7,30.5,7.3,4.06,34.08,"USGS","13307000",13.4,"A",19800,"A","2017",6,2017,159
"418",2017-06-09,0,9.6,19.2,28.8,5.6,3.03,29.75,"USGS","13307000",13.2,"A",20100,"A","2017",6,2017,160
"419",2017-06-10,1.49,5.3,13.4,21.4,1.8,0.7,20.88,"USGS","13307000",11.8,"A",19900,"A","2017",6,2017,161
"420",2017-06-11,2.06,1.1,7.3,13.5,2.2,0.35,8.67,"USGS","13307000",11,"A",17800,"A","2017",6,2017,162
"421",2017-06-12,1.34,1.7,12,22.3,2.4,0.67,20.54,"USGS","13307000",10.9,"A",15300,"A","2017",6,2017,163
"422",2017-06-13,27.65,4.8,11.5,18.2,7.4,0.14,11,"USGS","13307000",9.8,"A",16200,"A","2017",6,2017,164
"423",2017-06-14,12.26,4.4,7.5,10.5,5.5,0.16,3.83,"USGS","13307000",9.9,"A",15500,"A","2017",6,2017,165
"424",2017-06-15,0.01,5.5,13.8,22.2,3.6,0.6,20.02,"USGS","13307000",11.4,"A",13500,"A","2017",6,2017,166
"425",2017-06-16,1.2,8.8,14.1,19.3,7.2,1.26,12.97,"USGS","13307000",12,"A",12400,"A","2017",6,2017,167
"426",2017-06-17,2.31,8,12.8,17.7,7.9,0.67,9.41,"USGS","13307000",12.5,"A",12600,"A","2017",6,2017,168
"427",2017-06-18,0,7.9,15.1,22.4,3.6,1.4,20.31,"USGS","13307000",12.8,"A",13100,"A","2017",6,2017,169
"428",2017-06-19,0,8.8,15,21.1,8.1,1.12,14.1,"USGS","13307000",13.2,"A",13100,"A","2017",6,2017,170
"429",2017-06-20,0,9.4,20.7,31.9,9.2,1.38,38.03,"USGS","13307000",15.2,"A",13500,"A","2017",6,2017,171
"430",2017-06-21,0,12.9,23.3,33.8,9.3,3.68,44.61,"USGS","13307000",15.8,"A",14400,"A","2017",6,2017,172
"431",2017-06-22,0,9.4,18.9,28.3,3.1,4.34,32.08,"USGS","13307000",15.1,"A",15500,"A","2017",6,2017,173
"432",2017-06-23,0,6.4,15.2,23.9,-1.7,3.54,25.27,"USGS","13307000",14.2,"A",15100,"A","2017",6,2017,174
"433",2017-06-24,0,6.6,16.8,27.1,1.1,3.42,30.35,"USGS","13307000",14.4,"A",13500,"A","2017",6,2017,175
"434",2017-06-25,0,9,19.3,29.6,2.8,4.22,35.11,"USGS","13307000",15.2,"A",12100,"A","2017",6,2017,176
"435",2017-06-26,0,10.7,21.8,32.9,4.3,4.73,43.54,"USGS","13307000",16,"A",11400,"A","2017",6,2017,177
"436",2017-06-27,5.52,11.3,23.4,35.5,7.4,1.09,51.69,"USGS","13307000",16,"A",11400,"A","2017",6,2017,178
"437",2017-06-28,5.89,10.5,18.2,25.9,9.6,0.75,22.44,"USGS","13307000",15.3,"A",11700,"A","2017",6,2017,179
"438",2017-06-29,0.34,9.6,17.1,24.6,5.4,1.53,24.08,"USGS","13307000",15.2,"A",11400,"A","2017",6,2017,180
"439",2017-06-30,0,8.9,16.5,24.1,5.9,2.14,21.61,"USGS","13307000",15,"A",10500,"A","2017",6,2017,181
"440",2017-07-01,0,7.8,18.6,29.5,6.3,2.11,33.1,"USGS","13307000",15.9,"A",9550,"A","2017",7,2017,182
"441",2017-07-02,0,11.2,21.4,31.5,5.7,4.82,38.97,"USGS","13307000",16.8,"A",8920,"A","2017",7,2017,183
"442",2017-07-03,0.28,12.6,22.8,33,6.9,5.69,41.48,"USGS","13307000",17.2,"A",8600,"A","2017",7,2017,184
"443",2017-07-04,0,12.3,22.7,33.1,6.5,5.89,42.45,"USGS","13307000",17.4,"A",8310,"A","2017",7,2017,185
"444",2017-07-05,0,12.3,23,33.6,4.5,6.14,45.37,"USGS","13307000",17.7,"A",8180,"A","2017",7,2017,186
"445",2017-07-06,0,13.2,23.2,33.2,7.9,6.28,43.6,"USGS","13307000",17.3,"A",8080,"A","2017",7,2017,187
"446",2017-07-07,0,14.1,25.1,36.2,6.5,6.78,53.26,"USGS","13307000",18.3,"A",7810,"A","2017",7,2017,188
"447",2017-07-08,0,15.5,26.1,36.7,6.6,9.02,54.47,"USGS","13307000",18.8,"A",7390,"A","2017",7,2017,189
"448",2017-07-09,0,15.6,26.3,36.9,6.6,8.55,55.27,"USGS","13307000",18.8,"A",7090,"A","2017",7,2017,190
"449",2017-07-10,1.38,14.5,23.8,33,9.2,5.39,39.53,"USGS","13307000",17.9,"A",6980,"A","2017",7,2017,191
"450",2017-07-11,0.29,13.4,21.2,29,10.4,2.83,27.91,"USGS","13307000",18.6,"A",6700,"A","2017",7,2017,192
"451",2017-07-12,0,12.2,21.6,31,6.3,4.24,37.3,"USGS","13307000",18.7,"A",6360,"A","2017",7,2017,193
"452",2017-07-13,0,11.1,22,32.9,3.5,5.13,44.52,"USGS","13307000",19,"A",5910,"A","2017",7,2017,194
"453",2017-07-14,0,12.4,24,35.6,5.5,6.73,50.26,"USGS","13307000",19.1,"A",5470,"A","2017",7,2017,195
"454",2017-07-15,0.38,14.7,24.7,34.7,8,7.34,46.55,"USGS","13307000",19.1,"A",5200,"A","2017",7,2017,196
"455",2017-07-16,1.07,13.4,24.1,34.9,10.5,2.61,46.02,"USGS","13307000",19,"A",5010,"A","2017",7,2017,197
"456",2017-07-17,0,11.6,22.3,33,5,3.49,44.49,"USGS","13307000",19.2,"A",4820,"A","2017",7,2017,198
"457",2017-07-18,0,11,21.1,31.2,2.6,5.43,39.15,"USGS","13307000",18.8,"A",4610,"A","2017",7,2017,199
"458",2017-07-19,0,10.7,22.2,33.6,3.1,6.42,45.32,"USGS","13307000",19.5,"A",4360,"A","2017",7,2017,200
"459",2017-07-20,0,12.8,23.5,34.3,2.6,7.85,48.33,"USGS","13307000",19.7,"A",4110,"A","2017",7,2017,201
"460",2017-07-21,0,11.8,22.7,33.6,2,5.93,47.35,"USGS","13307000",19.4,"A",3900,"A","2017",7,2017,202
"461",2017-07-22,0,11.1,21.4,31.7,1,5.79,41.67,"USGS","13307000",19.2,"A",3680,"A","2017",7,2017,203
"462",2017-07-23,0,10.8,21.8,32.8,2,7.12,44.52,"USGS","13307000",19.8,"A",3530,"A","2017",7,2017,204
"463",2017-07-24,0,13,24.2,35.4,4.9,6.8,50.77,"USGS","13307000",20.2,"A",3400,"A","2017",7,2017,205
"464",2017-07-25,0,14.4,24,33.5,5.9,7.67,43.27,"USGS","13307000",19.7,"A",3310,"A","2017",7,2017,206
"465",2017-07-26,0.64,13.3,22.2,31,6.7,5.84,35.56,"USGS","13307000",18.8,"A",3320,"A","2017",7,2017,207
"466",2017-07-27,1.73,11.6,19.9,28.2,9.3,2.83,27.1,"USGS","13307000",18.5,"A",3370,"A","2017",7,2017,208
"467",2017-07-28,0.12,11.2,20.7,30.2,10.3,1.69,32.1,"USGS","13307000",18.9,"A",3400,"A","2017",7,2017,209
"468",2017-07-29,0.01,11.4,21.2,31,8.4,2.97,35.27,"USGS","13307000",19.3,"A",3310,"A","2017",7,2017,210
"469",2017-07-30,0,12.2,23,33.8,6.4,5.12,44.09,"USGS","13307000",19.9,"A",3150,"A","2017",7,2017,211
"470",2017-07-31,0,12.9,24.3,35.6,3.5,7.66,51.92,"USGS","13307000",20.2,"A",3020,"A","2017",7,2017,212
"471",2017-08-01,0,13,24.3,35.5,0.2,8.88,53.74,"USGS","13307000",20.3,"A",2900,"A","2017",8,2017,213
"472",2017-08-02,0,12.4,23.6,34.9,-1.1,9.2,51.19,"USGS","13307000",20.1,"A",2790,"A","2017",8,2017,214
"473",2017-08-03,0,11.2,22.7,34.1,3.1,5.82,48.06,"USGS","13307000",20.3,"A",2730,"A","2017",8,2017,215
"474",2017-08-04,0,13,23.7,34.4,6,5.17,46.49,"USGS","13307000",20.5,"A",2630,"A","2017",8,2017,216
"475",2017-08-05,0,13.3,23.9,34.4,4.2,6.48,47.89,"USGS","13307000",20,"A",2510,"A","2017",8,2017,217
"476",2017-08-06,0,12,21.2,30.4,4.7,5.08,36.61,"USGS","13307000",19.4,"A",2440,"A","2017",8,2017,218
"477",2017-08-07,0,10.9,20.5,30.1,3.3,4.62,36.58,"USGS","13307000",19.5,"A",2420,"A","2017",8,2017,219
"478",2017-08-08,0,11.4,21.4,31.3,3.3,7.08,38.6,"USGS","13307000",19.6,"A",2390,"A","2017",8,2017,220
"479",2017-08-09,0,12.5,22.2,32,3.9,6.3,41.25,"USGS","13307000",19.4,"A",2360,"A","2017",8,2017,221
"480",2017-08-10,0,12,21.2,30.4,5.6,5.39,35.15,"USGS","13307000",18.9,"A",2370,"A","2017",8,2017,222
"481",2017-08-11,0,11.5,21.5,31.5,4.8,5.92,39.09,"USGS","13307000",18.7,"A",2310,"A","2017",8,2017,223
"482",2017-08-12,0,11.2,20.7,30.2,4.7,5.56,34.74,"USGS","13307000",18.4,"A",2280,"A","2017",8,2017,224
"483",2017-08-13,0.65,11,21.1,31.1,5.9,4.1,37.99,"USGS","13307000",18.3,"A",2310,"A","2017",8,2017,225
"484",2017-08-14,0,13.1,18.5,24,8.8,3.08,19.14,"USGS","13307000",18.4,"A",2280,"A","2017",8,2017,226
"485",2017-08-15,0,9.8,18.3,26.8,5.2,3.43,28.1,"USGS","13307000",18.4,"A",2280,"A","2017",8,2017,227
"486",2017-08-16,0,8.6,18.9,29.3,1.6,3.92,35.47,"USGS","13307000",18.7,"A",2220,"A","2017",8,2017,228
"487",2017-08-17,0,9.7,20.1,30.4,1.7,5.63,37.12,"USGS","13307000",19,"A",2160,"A","2017",8,2017,229
"488",2017-08-18,0,10.4,20.4,30.5,2.2,6.11,37.62,"USGS","13307000",19.2,"A",2090,"A","2017",8,2017,230
"489",2017-08-19,0,10.2,21.2,32.2,0.6,6.21,43.16,"USGS","13307000",18.9,"A",2020,"A","2017",8,2017,231
"490",2017-08-20,0,10.2,20,29.8,1.7,5.06,36.31,"USGS","13307000",18.4,"A",1950,"A","2017",8,2017,232
